"","volumelag","rsilag","fastKlag","fastDlag","ADlag","OBVlag","MA5lag","MA15lag","day5Returnlag","day15Returnlag","PROClag"
"Day17",19087700,46.2156098712953,0.13782136231116,0.111662207745945,0.600000000000005,11984900,6.83688,6.90974,-1.88074189634251,-0.761172878285379,0.19156811682195
"Day18",43119800,41.0895151436468,0.255764075067025,0.143530281953654,0.293851717902352,-31134900,6.79262,6.90019333333333,-2.09212967697634,-3.37812509011217,-1.35024023935675
"Day19",9598300,39.090570089774,0.186058981233244,0.193214806203809,0.499999999999974,-40733200,6.75618,6.88197333333333,-2.66191359738191,-3.94042504109116,-0.583659244445145
"Day20",13428700,35.3787769450649,0.0464700625558531,0.162764372952041,-0.714599341383098,-54161900,6.70412,6.85854666666667,-2.87922591303323,-4.70787443738513,-1.17915746211699
"Day21",17959500,35.3787769450649,0.0888129803586672,0.107114008049255,-0.111870196413327,-54161900,6.66508,6.83686,-3.06510025616113,-4.52825264256819,0
"Day22",8901000,39.8011560421208,0.177796754910333,0.104359932608284,1,-45260900,6.63386,6.81951333333333,-0.969932104752673,-4.85031828869645,0.788150121332687
"Day23",8598200,39.0824474121287,0.166697163769442,0.144435633012814,-0.600000000000005,-53859100,6.61826,6.79609333333333,-0.585365853658532,-6.43320289875546,-0.196078494194074
"Day24",11858800,40.244484144569,0.190484903934126,0.178326274204634,1,-42000300,6.61306,6.7666,0.791264200230853,-3.95386196216913,0.196078494194074
"Day25",15424800,43.7133593577098,0.26184812442818,0.206343397377249,1,-26575500,6.63127999999999,6.75098666666667,1.38357329445357,-4.82334825629473,0.585939176389294
"Day26",20906900,47.0331569071832,0.437560038424591,0.296631022262299,0.333902647309995,-5668600,6.65731999999999,6.73104,1.17682513373013,-3.55080582607947,0.584015222188672
"Day27",9013100,43.3631043353428,0.322508676251858,0.34063894636821,-0.143798024149293,-14681700,6.66252,6.71108666666667,0.588812561334637,-3.76003929046051,-0.778947057793666
