"","volumelag","rsilag","fastKlag","fastDlag","ADlag","OBVlag","MA5lag","MA15lag","day5Returnlag","day15Returnlag","PROClag"
"Day17",16206200,67.9062770569038,0.856313020604997,0.736446003214963,0.88735780210345,65619600,73.99978,72.7739466666667,0.220780269782722,4.99326568460838,1.77861248783868
"Day18",19066000,49.6082851785441,0.239003361098932,0.570631789176286,-0.917329974811088,46553600,73.3567,72.7846866666667,-4.41292578768621,-1.09886133694797,-4.64565648160367
"Day19",11061400,48.1171221753836,0.173078328218616,0.422798236640848,0.351400329489275,35492200,72.62834,72.7079866666667,-4.17957495480406,-3.06041166526594,-0.509127353616634
"Day20",12341000,54.0649667928843,0.436778459739879,0.282953383019142,0.71085487661574,47833200,72.30024,72.6554133333333,-1.34589299583229,0.591565005228306,2.02113911624435
"Day21",10402900,50.3887044057104,0.280944030396024,0.296933606118173,-0.235320484087853,37430300,71.93276,72.6268266666667,-4.23098621819842,-0.0497674946762785,-1.18945530958205
"Day22",11203300,50.3887044057104,0.272760863139225,0.330161117758376,-0.692403876211319,37430300,71.3028,72.62446,0.323077226151251,-0.0957058481457977,0
"Day23",11156600,47.103022177428,0.133350576411469,0.22901848998224,-0.699939042974703,26273700,71.1978,72.5696,-0.232088784921146,-1.73978208846283,-1.0640423350476
"Day24",14478000,45.5724646823381,0.0666752882057347,0.15759557591881,-0.653830373366158,11795700,71.0928,72.4622733333333,-2.72850880050118,-1.43229331254697,-0.51292622598238
"Day25",8769600,49.2832584698885,0.20608557493349,0.135370479850231,0.939410732428173,20565300,70.85,72.4445933333334,-0.50619808629352,-4.42099050883632,1.06948495219505
"Day26",12429900,49.6049265426381,0.227862021067253,0.166874294735493,0.288810620428079,32995200,70.79094,72.2302266666667,-0.414187572409185,-4.41708623892732,0.0924359038370071
"Day27",14502600,43.5106779363927,0.241876488601564,0.225274694867436,-2.93057468620961e-05,18492600,70.46284,71.9218066666667,-1.25585470133936,-6.22802293960852,-1.91280183797957
