"","volumelag","rsilag","fastKlag","fastDlag","ADlag","OBVlag","MA5lag","MA15lag","day5Returnlag","day15Returnlag","PROClag"
"Day17",3202900,65.0077857927552,0.709179504029781,0.679740774361004,0.353678415285814,26115100,2218.72576,2162.72574,-1.61085301827514,4.84018560685095,-0.222463500272241
"Day18",3920300,60.4015156914411,0.50578998640393,0.656797578690272,-0.333331980914665,22194800,2205.8733,2167.6574,-2.87482141654703,3.5217307403675,-1.27818197967038
"Day19",2505100,59.8924932339963,0.486352019485835,0.567107169973182,0.2698388459134,19689700,2192.32898,2172.39835333333,0.220276108331852,2.52895204657319,-0.143376615970148
"Day20",3047200,58.0758201531279,0.419354537898347,0.470498847929371,-0.92009280121355,16642500,2191.13154,2175.26332666667,-2.11705335351823,0.617359051863296,-0.495762222350837
"Day21",3083200,58.5108489380078,0.440860201684371,0.448855586356184,0.799617679430007,19725700,2182.4435,2176.38093333333,-1.74255582786965,2.31917004184765,0.159403772623978
"Day22",2471100,60.3675201883213,0.531017007210828,0.463743915597848,0.78010561856115,22196800,2177.64046,2180.62960666667,0.185943992362627,2.37991272816702,0.665506396221272
"Day23",1467800,56.0780969287883,0.387923804810907,0.453267004568702,-0.821226423016849,20729000,2173.84858,2182.48341333333,-0.726538228230936,1.06598006322309,-1.05833831740547
"Day24",3109600,50.3240723898019,0.159865526576904,0.359602112866213,-0.664803280753564,17619400,2163.80344,2181.71173333333,-1.81924149203185,1.29775636015951,-1.60256502152372
"Day25",2600100,54.6384632273585,0.347898721257345,0.298562684215052,0.883956651338098,20219500,2161.83432,2185.50360666667,-0.612598442961504,-0.594327289084789,1.38091441696941
"Day26",2006200,56.1855929899015,0.418487261206842,0.308750503013697,0.00377221494251672,22225700,2161.40856,2185.3883,-0.760663154105244,-0.393952750000538,0.516417970604444
"Day27",1787800,53.3401059099748,0.315966156205433,0.360784046223207,-0.832978719979919,20437900,2154.83598,2183.73406666667,-0.455105945165785,-4.14260998053892,-0.750912071159604
"Day28",2122500,56.8062175120873,0.466806756126861,0.400420057846379,0.770023335349964,22560400,2157.6433,2179.12172666667,2.27478866085284,-3.09391256568386,1.10288082797965
"Day29",3468800,62.5190900001215,0.940283240612781,0.574352050981692,0.737328745179057,26029200,2176.42972,2177.52071333333,2.98015644212621,2.23031341780753,2.06822605050796
"Day30",2076400,62.8363865951809,0.882692865004795,0.763260953914813,-0.164671947649394,28105600,2189.841,2180.93562,2.5754249094147,0.465454263779618,0.122624668495863
"Day31",6525700,73.1824088911708,0.992771865774684,0.938582657130754,0.970404541985645,34631300,2224.10092,2189.31766,8.70814315621485,5.91085700491164,5.05592039039362
"Day32",4170400,67.1806824724569,0.849040817895817,0.908168516225099,-0.567389510017266,30460900,2254.72862,2195.73502,5.93626529977712,5.69729844856202,-1.48002545625712
"Day33",6809600,69.2896692820078,0.793024161461354,0.878278948377285,-0.318714356354045,37270500,2285.92842,2205.80676666667,4.97081857129651,7.07613368244663,1.15270111480372
"Day34",3540500,66.7059278406889,0.741395064228089,0.794486681195087,-0.378549987907872,33730000,2305.03414,2215.0891,4.16965346007492,6.91802723475828,-0.643529316349678
"Day35",3172800,66.9945750309806,0.752638817075935,0.762352680921793,-0.111109873896944,36902800,2324.2463,2225.30720666667,-0.82691516709401,6.89781822610325,0.14050058172943
"Day36",2359900,62.7500442776811,0.671179298828852,0.721737726710959,-0.133334892219728,34542900,2315.65138,2233.72028666667,-0.372036192805927,5.1086230734551,-1.02240234889939
"Day37",1777900,63.86136418096,0.707893530487345,0.710570548797378,0.757789174737571,36320800,2316.06384,2241.87614666667,-1.05770120853691,6.71894203306664,0.462096457387862
"Day38",1828200,61.183028042482,0.657870437280817,0.678981088865672,-0.435897216274123,34492600,2308.2273,2250.59967333333,-1.0444472365613,7.76177171755336,-0.630134555475603
