"","volumelag","rsilag","fastKlag","fastDlag","ADlag","OBVlag","MA5lag","MA15lag","day5Returnlag","day15Returnlag","PROClag"
"Day17",187748300,69.4742169200519,1,0.803015254539435,1,970964400,17.9446,17.7423,2.33341176734232,3.71634282339847,2.97552531388146
"Day18",152353500,64.1319941428687,0.681793872717547,0.757557236356227,-0.750000000000002,818610900,17.9803,17.7700666666667,1.00003361457528,2.71195711005646,-1.31153757161266
"Day19",117903900,56.0145074088721,0.363587745435097,0.681793872717548,-0.714285714285714,700707000,17.9327,17.7740333333333,-2.31030791162586,1.36991032267719,-2.3374138253951
"Day20",58917300,54.9445702578349,0.166666666666666,0.40401609493977,-0.5,641789700,17.8375,17.7859333333333,-1.00674547669539,-1.6667226909588,-0.338421347184603
"Day21",156476400,60.6156317151414,0.555555555555554,0.361936655885772,0.75,798266100,17.8851,17.7938666666667,-1.62871799363842,1.68355884533328,2.34524533868323
"Day22",117791900,54.3060141145565,0.222222222222221,0.314814814814814,-1,680474200,17.7542,17.7899,-2.31030791162586,0.338994638757057,-2.00682399149863
"Day23",115871900,55.1440675784541,0.277777777777777,0.351851851851851,-0.333333333333333,796346100,17.6828,17.7978333333333,0.337849347581679,0.337849347581679,0.337279918853772
"Day24",206053200,47.621005196063,0.0869628763519436,0.195654292117314,-0.749973736737052,590292900,17.59952,17.7700733333333,-2.03339809365368,-3.66622967718802,-2.73005749363722
"Day25",83568100,48.5657921019601,0.200013446282102,0.188251366803941,0.666666666666667,673861000,17.54004,17.7304133333333,-3.97308608445938,-2.35641648133371,0.345433513780824
"Day26",101446200,43.4962947279203,0.0714328591151928,0.119469727249746,-0.5,572414800,17.32586,17.6788533333333,-4.05362435695061,-4.37668709573366,-2.09072970296655
"Day27",55941500,44.5354568289037,0.107149288672789,0.126198531356695,0.5,628356300,17.19498,17.63126,-4.039975326667,-4.99960782995506,0.351504593261831
"Day28",53356500,44.5354568289037,0.107149288672789,0.0952438121535903,1,628356300,17.0522,17.5717666666667,-1.38412329165455,-4.99960782995506,0
"Day29",55753300,42.7133679770846,0.0357164295575964,0.0833383356343915,-1,572603000,16.9808,17.50434,-2.41386305021878,-6.60032505172537,-0.704249100951815
"Day30",60642800,40.9108212944068,0.0333352008515883,0.0587336396939912,-0.5,511960200,16.8737,17.41708,-1.05636928539725,-5.70432703153904,-0.70924396599632
"Day31",70177000,44.6819024768625,0.133340803406353,0.0674641446051791,1,582137200,16.8737,17.3615533333333,-0.35088753906941,-7.49155530250356,1.0619884736863
"Day32",52148400,42.724292230769,0.0869628763519439,0.0845462935366283,-0.333333333333333,529988800,16.838,17.2623933333333,-1.05266261720823,-6.93036903910049,-0.706737708251914
"Day33",51380200,41.7396065737298,0.0833391694096225,0.101214283055973,0.333333333333333,478608600,16.7904,17.1751333333333,-0.706734766599357,-5.06717239969564,-0.355250765434389
"Day34",54378400,41.7396065737298,0.153856099295367,0.108052715018978,1,478608600,16.7666,17.11564,0,-4.74535520371013,0
"Day35",29679700,40.652969846435,0.115392074471526,0.117529114392172,-0.333333333333333,448928900,16.7547,17.0561466666667,-1.40849238052966,-7.28445493199171,-0.356517297198389
"Day36",31189300,39.5442941190495,0.0769280496476846,0.115392074471526,-0.333333333333333,417739600,16.6952,16.96492,-1.06386148940608,-5.742871094859,-0.35779289210276
"Day37",31461800,39.5442941190495,0.0769280496476846,0.0897493912556315,1.49273683983212e-14,417739600,16.6595,16.8974933333333,-0.711765057718762,-6.06024594106694,0
"Day38",36529600,39.5442941190495,0.142857142857147,0.0989044140508385,0.333333333333347,417739600,16.6357,16.8261,-0.711765057718762,-3.46030822913637,0
"Day39",101009800,48.342077290106,0.538461538461541,0.252748910322124,-0.5,518749400,16.6714,16.8062666666667,1.42861430415078,-2.0690254716161,1.77629866298745
"Day40",57528500,48.342077290106,0.700000000000002,0.460439560439563,1,518749400,16.719,16.7824666666667,1.79216867469879,0,0
"Day41",52459100,50.0288428553311,0.800000000000001,0.679487179487181,1,571208500,16.7904,16.7864333333333,2.15060240963855,0,0.351504593261831
"Day42",54541400,50.0288428553312,0.800000000000001,0.766666666666668,0,571208500,16.8618,16.7864333333333,2.15060240963855,0,0
"Day43",51974100,51.8521670710554,0.900000000000001,0.833333333333334,1,623182600,16.9451,16.7904,0.704246190264831,1.06010214989904,0.350273365031484
"Day44",78606800,53.6725694354186,0.833333333333334,0.844444444444445,0.2,701789400,16.9808,16.8062666666667,1.05636928539725,2.13529517315629,0.349050732041034
"Day45",103783600,53.6725694354186,0.625065658157371,0.786132997163568,-0.499894935910906,701789400,17.0165,16.8300666666667,0.70177507813882,1.05636928539725,0
"Day46",53950700,47.4329080880178,0.437545960710161,0.631981650733622,-0.6,647838700,17.0046,16.8300666666667,-0.35088753906941,0.709240992937389,-1.05082869033435
"Day47",42122000,49.5387700189067,0.500052526525897,0.520888048464476,1,689960700,17.0046,16.8419666666667,-0.349660623512473,1.42353011543752,0.351504593261831
"Day48",167749100,55.3213532249151,0.687572223973107,0.541723570403055,0.6,857709800,17.0284,16.8697333333333,0.348442258140079,2.49117770201567,1.04716070167044
"Day49",41411000,51.1158938470029,0.562559092341634,0.583394614280213,0.333333333333333,816298800,17.0165,16.8895666666667,-0.348442258140079,2.14292145622617,-0.696887336638952
"Day50",62704500,56.4623013639174,0.750078789788844,0.666736702034528,0.5,879003300,17.0403,16.9252666666667,1.76061547566208,3.58433734939758,1.04351823089242
"Day51",41130200,50.5128007606454,0.562559092341634,0.62506565815737,-0.5,837873100,17.0641,16.9530333333333,0.35088753906941,2.50903614457831,-1.04351823089242
"Day52",44485400,53.9932620125403,0.615464184122058,0.642700688750845,0.5,882358500,17.0998,16.9887333333333,0,3.22590361445782,0.696887336638952
"Day53",65875000,57.2324973536508,0.769330230152573,0.649117835538755,0.200403496973772,948233500,17.1236,17.0323666666667,1.39864249404989,2.11273857079449,0.692064408034287
"Day54",94716900,58.7946704011743,0.733415508740475,0.706069974338368,-0.142651296829972,1042950400,17.1831,17.0601333333333,0.692061645827274,2.46486166592691,0.344244377154412
"Day55",57293100,56.5694063392103,0.66674137158225,0.723162370158432,0.333333333333333,985657300,17.195,17.0839333333333,1.39864249404989,1.75443769534705,-0.344244377154412
"Day56",100979600,62.6554249444238,0.933325862841775,0.777827581054833,0.66657326982348,1086636900,17.29018,17.1196266666667,2.08281053952321,3.15739812466827,1.36935218637926
"Day57",41265300,58.2577001468546,0.799977588525325,0.800014940983116,-0.000420344682638785,1045371600,17.33776,17.1473866666667,0.689095598249732,2.09737607616137,-0.682620000611633
"Day58",44108400,56.1395231140818,0.733415508740475,0.822239653369191,0.334080717488787,1001263200,17.34966,17.16722,0,1.39376903256032,-0.342487808613212
"Day59",40684400,56.1395231140818,0.733415508740475,0.755602868668758,0.334080717488787,1001263200,17.34966,17.1830866666667,0.344837578602683,1.39376903256032,0
"Day60",48842300,56.1395231140818,0.733415508740475,0.733415508740475,1,1001263200,17.36156,17.1989533333333,-1.0198714870458,2.46486166592691,0
"Day61",127348900,62.8890461380581,0.882341309076528,0.783057442185826,0.428434197886648,1128612100,17.37346,17.24258,1.0274327420079,3.50828566373768,1.36467833666361
"Day62",289839300,70.2800886584138,0.849987393898647,0.82191473723855,0.454545454545455,1418451400,17.48056,17.30604,3.43594778791729,4.51343701671967,2.01355898241058
"Day63",177041600,65.5907700428791,0.736818825194621,0.823049176056598,-0.666666666666667,1241409800,17.57574,17.3496666666667,2.74864271687651,4.54500044074868,-0.666691545784825
"Day64",188920000,69.9144198466912,0.818167927267171,0.801658048786813,0.2,1430329800,17.71852,17.4170933333333,4.12325285895806,4.84384995638266,1.32896773595395
"Day65",138038100,63.472610539835,0.681793872717549,0.745593541726447,-0.5,1292291700,17.8256,17.46072,1.69497319378528,4.89466106426115,-0.995066367068942
"Day66",493083500,75.0334815460472,0.627892432770482,0.709284744251734,1.86592104979018e-15,1785375200,18.0517,17.57178,4.31908157396603,9.0274576172274,4.56120099899544
"Day67",262611300,62.8016943717418,0.428548561367001,0.579411622285011,-0.714285714285717,1522763900,18.1112,17.6431733333333,2.34121608328321,5.51682169868729,-2.58087235846731
"Day68",157942600,65.803427541153,0.523790467805835,0.526743820647773,0.20000000000001,1680706500,18.2421,17.7225,2.31030791162588,6.5288206076008,1.29876207582598
"Day69",126758600,67.2274406028167,0.571411421025252,0.507916816732696,-0.2,1807465100,18.3492,17.8057933333333,4.00013445830113,7.58584717030341,0.643109885718429
"Day70",170995300,69.9248899509611,0.666653327464085,0.58728507209839,0.5,1978460400,18.5396,17.90892,0.636963131075235,7.48324986851433,1.27394349123486
"Day71",139092900,65.566078386333,0.59522189763496,0.611095548708099,-0.25,1839367500,18.5277,17.9842866666667,2.28765708761756,7.19202919405529,-0.953932891757692
"Day72",99899100,66.3197379141975,0.619032374244668,0.626969199781237,0.6,1939266600,18.6229,18.0715533333333,1.29036455509531,7.90343074968234,0.318989797445735
"Day73",123520900,66.3197379141975,0.619032374244668,0.611095548708099,-0.2,1939266600,18.6705,18.16278,0.641046360041801,7.90343074968234,0
"Day74",85203200,61.6267584534458,0.524980041178202,0.587681596555846,-1,1854063400,18.6586,18.2421066666667,-1.58232897550182,6.87247314312118,-0.960038352766635
"Day75",74256600,61.6267584534458,0.486486486486487,0.543499633969785,0.33333333333334,1854063400,18.5991,18.3214333333333,-0.638998222618388,5.42391422011293,0
"Day76",89495000,59.9857822216014,0.393939393939395,0.468468640534694,-0.7142857142857,1764568400,18.5634,18.3809333333333,-1.27392626215047,2.9901333973611,-0.322071929874701
"Day77",85424300,59.9857822216014,0.393939393939395,0.424788424788425,0.14285714285715,1764568400,18.5158,18.4166333333333,-1.27392626215047,3.67905384515934,0
"Day78",85533600,65.3379165055891,0.531250000000001,0.439709595959596,1,1850102000,18.5277,18.4801,1.28621533838812,3.9605278485015,1.60008576986708
"Day79",56653100,61.7783768311251,0.468750000000001,0.464646464646465,-0.5,1793448900,18.5515,18.5197666666667,0.64310766919406,4.33347899649289,-0.636965284671476
"Day80",82783200,63.8965522194188,0.76923076923077,0.58974358974359,0.333333333333333,1876232100,18.5991,18.5792666666667,1.61295569386914,0.318481565537618,0.636965284671476
"Day81",63068700,58.6464200111569,0.500000000000002,0.579326923076924,-0.2,1813163400,18.6229,18.5713333333333,0.645182277547655,1.96084893224362,-0.956975884148648
"Day82",36568900,56.9661724112668,0.41666666666667,0.561965811965814,-0.333333333333333,1776594500,18.6348,18.5911666666667,-1.26988192232377,0.322591138773828,-0.321037955843728
"Day83",67710900,55.2611260547833,0.333333333333337,0.416666666666669,1.49273683983212e-14,1708883600,18.5753,18.5911666666667,-0.958497333927582,-0.641046360041801,-0.322071929874701
"Day84",51088000,55.2611260547833,0.333333333333337,0.361111111111114,-0.333333333333307,1708883600,18.5396,18.5832333333333,-1.58735240290472,-1.89879477060219,0
"Day85",68638000,58.1655035274986,0.545454545454548,0.404040404040406,0.600000000000005,1777521600,18.5039,18.5673666666667,0,-0.319499111309194,0.643109885718429
"Day86",59005600,59.5784812840668,0.636363636363638,0.505050505050507,0.333333333333333,1836527200,18.5158,18.5673666666667,0.64310766919406,-0.318481565537618,0.320010599477172
"Day87",88060900,48.905325132945,0.0999999999999994,0.427272727272728,-0.750000000000002,1748466300,18.4682,18.5396,-0.967773416321502,-2.22937095876334,-1.9356072628681
