Time,Open,High,Low,Close,Volume
Day1,81.122,81.4132,80.5397,80.5845,44013300
Day2,80.5845,82.0403,80.5845,81.57,52076500
Day3,81.57,82.4211,81.0101,82.3763,45833100
Day4,82.8914,83.6977,81.8387,81.9955,68897900
Day5,81.9955,83.5409,81.6372,82.3539,66538600
Day6,82.4435,83.0706,81.1444,81.3684,50804000
Day7,81.4132,82.2643,81.1668,81.57,47438600
Day8,81.57,81.5924,80.5621,81.234,63371500
Day9,80.5397,81.2788,80.3381,81.2116,62209500
Day10,81.0549,81.682,80.9205,81.0101,37612500
Day11,81.0101,82.0627,80.7861,81.6596,31067000
Day12,81.9955,82.2643,81.5924,81.7492,29516800
Day13,82.0627,83.205,81.7044,82.5555,48703300
Day14,83.1378,84.5712,82.1971,82.645,106934400
Day15,82.4211,82.7346,81.8387,82.0851,39559700
Day16,82.0403,83.9889,81.9955,82.9362,58645000
Day17,82.3763,82.6226,79.3527,79.7334,78608300
Day18,79.4199,80.1142,79.2855,79.4647,34099400
Day19,79.4647,79.7334,79.0839,79.2855,29559600
Day20,79.3303,79.3975,77.1578,77.6281,62695100
Day21,78.0536,78.5016,77.5161,77.8073,37626000
Day22,77.6281,78.2328,77.0458,77.8745,29500900
Day23,77.6953,77.8745,77.0458,77.7849,30192100
Day24,77.3817,78.748,76.9338,78.6584,35131300
Day25,78.3896,79.1511,78.3448,78.9719,21780300
Day26,78.8375,79.1063,78.3672,79.0391,38631900
Day27,78.7256,79.0391,78.4568,78.6808,29042000
Day28,78.9943,79.3975,78.63600000000001,79.3527,27076300
Day29,79.1511,80.6517,79.1063,79.9126,29697800
Day30,79.935,80.15899999999999,79.5319,79.8454,25257400
Day31,80.0246,80.4949,79.9126,80.0246,28691000
Day32,80.0246,80.3829,79.1735,79.3751,36286200
Day33,79.4423,79.6214,78.9943,79.3303,27061700
Day34,79.3751,79.4871,78.8375,78.9047,20535100
Day35,78.9495,79.3527,78.6136,78.9047,20996300
Day36,79.0615,79.3303,78.7256,78.8599,18718700
Day37,78.9047,80.4053,78.8151,79.6438,33073900
Day38,79.6438,81.2564,78.8599,81.0549,112917200
Day39,80.7861,81.3908,80.3829,80.5845,34949300
Day40,80.7861,81.6148,80.7637,81.0996,26686900
Day41,80.9205,81.458,80.4501,80.7413,19962800
Day42,80.7413,81.2564,80.6517,81.2116,26033300
Day43,81.2116,81.57,80.7189,81.0772,39800100
Day44,81.0772,81.3684,80.8533,81.0325,26866600
Day45,81.0772,81.6372,80.8309,81.5924,35892200
Day46,81.6372,82.4211,81.6148,81.7716,27720500
Day47,81.7492,81.7492,79.7334,79.7782,48926800
Day48,80.047,80.6965,79.5766,80.4949,64891400
Day49,80.6293,81.1668,80.4501,80.7637,48618000
Day50,80.7189,80.8085,79.9574,80.6741,39628900
Day51,80.7861,81.458,80.6293,80.8757,52756900
Day52,81.0996,81.3908,80.8533,81.0772,39921900
Day53,81.2788,81.5476,81.0101,81.3236,69354100
Day54,81.5252,81.5252,80.5173,80.8533,49092300
Day55,81.234,81.7044,81.0996,81.346,67285200
Day56,81.57,81.5924,81.0549,81.3012,34781700
Day57,81.4356,82.1075,81.0772,81.2116,52550400
Day58,81.3236,82.6226,81.1892,82.4659,74144200
Day59,82.4883,83.2722,82.1971,82.3539,54833200
Day60,82.6002,82.6898,82.1299,82.4659,38042000
Day61,82.3539,82.6226,81.6148,81.794,45952100
Day62,81.8164,81.9059,81.4356,81.8835,25683300
Day63,81.7716,82.0627,81.0996,81.346,40140700
Day64,81.346,81.6148,81.0549,81.1444,26846900
Day65,81.2116,81.346,80.9205,80.9877,35508200
Day66,81.3908,81.3908,80.271,80.3157,46565700
Day67,80.1814,80.4949,79.9798,80.2934,25135400
Day68,80.2038,80.4949,80.0694,80.2486,28671700
Day69,80.2486,80.5621,80.1814,80.5397,23721100
Day70,80.4053,80.4501,80.1142,80.2262,22285700
Day71,80.1142,80.1814,79.5095,80.1366,37796700
Day72,79.9798,80.1142,79.6886,79.7334,20744700
Day73,79.7334,80.7189,79.6438,80.5621,35999000
Day74,80.6069,80.9205,80.2038,80.4949,27696400
Day75,80.3605,80.6293,80.0918,80.5397,26872100
Day76,80.8533,81.1668,80.5621,80.7861,39164100
Day77,80.8981,81.122,79.7782,80.0694,54262200
Day78,80.0918,80.5397,79.8678,80.2486,42458900
Day79,80.6965,81.2788,80.3381,81.234,97008400
Day80,80.8309,81.1444,80.2038,80.6293,52790700
Day81,81.0325,82.7122,80.9429,81.9059,120905900
Day82,82.0851,83.1154,81.0772,81.8611,94401600
Day83,81.7716,83.4961,81.7492,82.2867,122860200
Day84,82.3539,82.8018,81.9955,82.2643,52334700
Day85,82.6226,82.9586,82.1747,82.3763,52522700
Day86,82.2195,82.3987,81.5252,82.3091,49288100
Day87,82.1523,83.1826,81.9283,82.8914,63799600
Day88,83.09299999999999,83.5409,82.8466,83.09299999999999,61350000
Day89,83.1154,83.1602,82.3763,82.7794,52331400
Day90,82.7346,82.8914,81.8835,81.9731,64760900
Day91,81.8835,82.2195,81.4804,81.6372,48441800
Day92,81.6372,81.9731,80.271,81.0549,63322600
Day93,81.0101,81.346,78.1656,80.6517,66507800
Day94,80.1814,80.8309,80.1814,80.4053,38759000
Day95,80.4053,80.7189,79.8678,80.3829,37091500
Day96,80.2038,80.7861,79.8902,80.6741,37660300
Day97,80.6293,80.8309,79.8902,79.9574,35523000
Day98,79.9126,80.2934,79.4423,79.5319,48705000
Day99,79.8678,80.4277,79.6438,80.1814,41604800
Day100,80.2038,81.2116,79.8454,80.8309,52520305
Day101,80.8309,81.2116,80.6069,81.0101,54992292
Day102,81.0101,81.8835,80.8981,81.7044,61281318
Day103,81.9059,84.9295,81.682,84.0113,160935910
Day104,83.9665,85.691,83.8545,84.7056,125005458
Day105,84.8847,85.2655,84.2352,85.0191,67866387
Day106,84.6608,85.9598,84.6608,84.9071,61932539
Day107,84.9967,85.7358,84.7056,85.1087,50538386
Day108,84.9967,85.3327,84.50399999999999,84.7056,54857355
Day109,84.4368,84.7952,83.31700000000001,83.4513,62397960
