Time,Open,High,Low,Close,Volume
Day1,39.3215,40.8021,39.3215,40.5266,82070300
Day2,40.2856,40.6644,39.9413,40.3889,45885600
Day3,40.4233,41.5596,40.3545,41.4563,49804000
Day4,41.7318,42.0761,40.6988,40.8021,105033300
Day5,40.5955,41.111999999999995,40.2168,40.4922,56623700
Day6,40.4578,40.4922,39.597,39.7691,56967000
Day7,39.9069,40.5611,39.7691,40.2856,41247900
Day8,40.4578,40.5266,39.0116,39.9069,44816800
Day9,39.5281,40.2512,39.0461,40.2168,51280900
Day10,39.9757,40.3545,39.2871,39.4937,40082200
Day11,39.4248,39.6314,39.1838,39.5281,26381500
Day12,39.5625,40.2856,39.5625,40.079,37215000
Day13,40.079,41.2497,40.0446,40.9398,47905300
Day14,40.9743,41.6629,39.8724,40.6644,57803000
Day15,40.4233,40.4233,39.7347,39.8724,22977000
Day16,39.9069,40.4578,39.838,40.1135,21845800
Day17,39.7691,39.8724,37.9098,38.1853,63638400
Day18,38.082,38.3574,37.531,37.7721,34452300
Day19,37.8065,37.8409,37.531,37.6343,21415900
Day20,37.6343,37.6688,36.9113,37.2212,25631900
Day21,37.2556,37.5655,37.0834,37.3245,34232700
Day22,37.3245,37.3933,36.7735,37.0834,30321800
Day23,36.9457,37.049,36.4636,36.5669,35120800
Day24,36.4981,36.9457,36.3604,36.7047,24288000
Day25,36.7735,37.049,36.6702,36.808,23818300
Day26,36.8424,36.8768,36.4981,36.7391,17048200
Day27,36.7047,37.2556,36.6702,36.9457,26817600
Day28,36.9457,37.6343,36.9457,37.3589,27230100
Day29,37.4966,38.7362,37.4622,38.3574,36245000
Day30,38.3918,38.8395,38.2197,38.564,28144300
Day31,38.564,38.7362,38.2197,38.2886,14083500
Day32,38.3574,38.4263,37.7376,37.9098,22253600
Day33,37.8065,38.3918,37.7721,38.1164,13707400
Day34,38.1508,38.2541,37.9787,38.1164,9812700
Day35,38.0475,38.1164,37.4277,37.4622,23058700
Day36,37.5999,37.6343,37.29,37.3589,11785200
Day37,37.29,38.1508,37.2212,37.7032,18151500
Day38,37.5999,38.4607,37.5655,38.323,69345000
Day39,38.2197,38.4951,38.1508,38.323,18091300
Day40,38.3574,38.805,38.323,38.7362,17957000
Day41,38.6329,39.2871,38.5296,38.7706,24778400
Day42,38.7017,39.3559,38.7017,39.1494,18175700
Day43,39.0805,39.1838,38.8395,38.9772,12128400
Day44,39.0461,39.7691,38.9428,39.5625,25556600
Day45,39.5625,39.8724,39.3904,39.7691,14999900
Day46,39.7691,40.3545,39.7003,39.9069,14494300
Day47,40.0102,40.1135,39.4592,39.5625,17415800
Day48,39.5281,39.7003,39.0116,39.1149,16641800
Day49,39.1149,39.2182,38.9083,39.1494,12518500
Day50,39.1149,39.3559,38.9772,39.3215,15573400
Day51,39.2871,39.8036,39.2182,39.4937,11240500
Day52,39.5281,40.1479,39.4937,40.0446,20814000
Day53,40.0446,40.4922,39.838,40.0446,34518100
Day54,40.079,40.1479,39.6658,39.8036,20149700
Day55,39.838,40.4922,39.8036,40.2512,36414600
Day56,40.2856,40.5266,40.1135,40.3545,21061200
Day57,40.3545,40.4578,39.7691,39.9413,17549200
Day58,40.0102,41.3186,39.9757,40.9054,62381400
Day59,40.9743,41.4219,40.7677,40.9054,34290400
Day60,40.871,41.0776,40.6299,41.0776,18443800
Day61,40.9054,41.1464,40.4233,40.7332,15729300
Day62,40.6299,40.7332,39.9757,40.3889,26589600
Day63,40.2856,40.2856,39.838,39.9757,24190300
Day64,39.9757,40.3889,39.9413,40.1823,18879100
Day65,40.2168,40.6988,39.6314,39.8724,41439800
Day66,39.9413,40.2168,39.3215,39.3559,27549200
Day67,39.2182,39.5281,39.1149,39.3559,17755800
Day68,39.3215,39.838,39.2871,39.6314,23276200
Day69,39.597,39.9757,39.4937,39.9413,15406700
Day70,39.7691,40.0446,39.7691,39.9069,10902200
Day71,39.8724,39.9069,39.1494,39.3904,18309300
Day72,39.3904,39.5281,39.1149,39.1838,17440700
Day73,39.1838,39.6314,39.0805,39.4937,22861100
Day74,39.4592,39.6314,39.3559,39.5625,20670300
Day75,39.5281,39.5281,39.1838,39.3215,19804100
Day76,39.3904,39.6658,39.2527,39.2871,33582200
Day77,39.3215,39.3904,38.805,38.8395,28988200
Day78,38.8395,39.0116,38.4263,38.6329,20088200
Day79,38.6329,38.7017,38.323,38.5296,27648300
Day80,38.4607,38.4607,37.9787,38.082,33553900
Day81,38.1853,38.5984,38.1164,38.2886,23332400
Day82,38.2886,38.7706,38.1508,38.6329,33759000
Day83,38.564,39.4248,38.5296,39.0461,35076200
Day84,38.9428,39.1494,38.6329,38.6673,17285300
Day85,38.7706,38.9083,38.2541,38.4607,26787000
Day86,38.4951,38.6673,38.2886,38.4951,21134000
Day87,38.4951,38.9772,38.3918,38.8739,25726400
Day88,39.4592,39.5625,38.8395,39.2182,45685000
Day89,39.0805,39.2527,38.8739,38.9772,30612900
Day90,38.9083,39.1149,38.8739,39.0805,23082600
Day91,39.0805,39.0805,38.4951,38.5984,36716400
Day92,38.4951,38.564,37.9787,38.4263,40549900
Day93,38.3574,38.4263,38.0131,38.082,29748700
Day94,37.9787,38.082,37.3933,37.531,47642200
Day95,37.4966,37.5999,36.9801,37.2556,36242300
Day96,37.1867,37.4622,36.8768,37.3589,27901700
Day97,37.29,37.3245,36.7391,36.8424,26044300
Day98,36.7047,36.9113,36.4981,36.7735,27028900
Day99,36.8424,36.9457,36.6702,36.8768,21136900
Day100,36.8424,37.3245,36.808,37.2212,24113254
Day101,37.1867,37.2212,36.8424,37.0146,22619601
Day102,37.0146,37.2556,36.8768,37.049,28369553
Day103,36.9801,37.1867,36.7047,36.7047,30822996
Day104,36.5669,36.7735,36.4636,36.6702,30582676
Day105,36.6702,36.7391,36.016,36.6014,42681434
Day106,36.1538,36.3604,35.4651,35.6717,52963174
Day107,35.6717,35.7061,34.9486,35.293,34571585
Day108,35.2241,35.293,34.8798,35.0175,30501977
Day109,34.9486,34.9831,34.6043,34.9142,30454939
Day110,34.7765,34.9831,34.5354,34.9486,28549025
Day111,34.8453,35.3618,34.6732,35.2241,26116738
Day112,35.2241,35.5684,35.0519,35.1552,25511085
Day113,35.0864,35.4307,34.9831,35.3274,19258100
Day114,35.3274,36.2915,35.2585,36.2915,41080067
Day115,36.2571,36.4981,36.016,36.016,26073019
Day116,35.9816,36.0849,35.4995,35.9472,28066146
Day117,35.8094,35.8783,35.534,35.5684,21354814
Day118,35.3963,35.534,35.1897,35.3274,18963648
Day119,35.293,35.4307,35.2241,35.2585,15104200
Day120,35.2241,35.534,35.0519,35.293,25487904
Day121,35.2241,36.1882,35.2241,35.8094,38843752
Day122,35.7406,35.9816,35.3274,35.8783,32665016
Day123,35.775,37.4966,35.7061,37.1179,83617656
Day124,37.049,37.2212,36.7735,36.9457,37025580
Day125,36.9801,37.3245,36.808,36.8768,37246732
Day126,36.9113,37.29,36.808,37.2556,40867904
Day127,37.1867,37.6688,37.049,37.2556,37546512
Day128,37.1867,37.2212,36.5325,36.8424,34881396
Day129,36.7391,36.9113,36.5325,36.8424,19926796
Day130,36.7735,37.29,36.7735,37.1523,32574916
Day131,37.1523,37.1867,36.8768,37.1523,21951644
