Time,Open,High,Low,Close,Volume
Day1,28.8272,28.8272,28.1683,28.318,25088700
Day2,28.2881,28.976999999999997,28.1383,28.5427,23503000
Day3,28.5726,29.1567,28.0335,29.1117,26408300
Day4,29.3214,29.7257,28.6775,28.8572,40041700
Day5,28.7523,29.2016,28.318,28.8272,37177700
Day6,28.6475,29.0818,28.348000000000003,28.5726,27963600
Day7,28.318,28.8272,28.318,28.7673,26463300
Day8,28.7074,28.7673,27.6891,28.1084,32972900
Day9,27.5992,27.9287,26.8804,27.1051,32676300
Day10,27.0452,27.3297,26.7007,26.7756,20033400
Day11,26.7457,26.8655,26.551,26.8505,15897900
Day12,26.8505,26.9104,26.4012,26.4462,17092600
Day13,26.4462,26.7007,26.3563,26.4462,23523100
Day14,26.4761,26.535999999999998,25.2032,26.0568,47575800
Day15,25.6974,25.8621,25.5327,25.6525,17043800
Day16,25.6225,25.7273,25.308000000000003,25.323,14946600
Day17,25.3829,25.5926,24.9786,25.1583,17459500
Day18,25.1733,25.338,24.9786,25.1283,15881600
Day19,25.1433,25.1583,24.709,24.7689,16353600
Day20,24.7989,24.9337,24.6641,24.8887,12155200
Day21,24.9486,25.353,24.9486,25.1433,22883400
Day22,25.1433,25.1882,24.8588,25.0085,9625100
Day23,25.0085,25.0535,24.6791,24.7689,10592500
Day24,24.6042,25.0684,24.3347,24.9636,11258700
Day25,24.9337,24.9936,24.739,24.8588,8295200
Day26,24.754,24.8288,24.5443,24.6342,12280800
Day27,24.6342,24.6641,24.3047,24.3646,18507200
Day28,24.3796,24.5144,24.1849,24.4545,20034000
Day29,24.4245,24.9337,24.4095,24.709,23594100
Day30,24.724,24.9486,24.6641,24.9337,14879400
Day31,24.9786,24.9786,24.8438,24.8738,9389300
Day32,24.9037,24.9337,24.6791,24.6941,9141300
Day33,24.6641,24.8438,24.6042,24.6641,9163100
Day34,24.6641,24.7689,24.5593,24.6941,6423500
Day35,24.6042,24.739,24.4245,24.4395,10325900
Day36,24.4095,24.5892,24.3347,24.3946,8629100
Day37,24.3197,24.6342,24.2598,24.5293,9954800
Day38,24.3197,25.0085,24.0651,24.9187,39558000
Day39,24.709,24.8438,24.5144,24.739,7573600
Day40,24.754,25.0385,24.6192,24.7839,8783200
Day41,24.7839,25.0235,24.724,24.8438,8238600
Day42,24.9037,25.2182,24.8738,25.0684,11608900
Day43,25.0684,25.2781,25.0085,25.1433,9275600
Day44,25.0834,25.0984,24.9486,24.9936,6498800
Day45,25.0085,25.1134,24.8588,24.9636,7725100
Day46,25.0085,25.2332,24.9936,25.0984,7198500
Day47,25.0984,25.2332,24.6641,24.754,6953700
Day48,24.709,24.8288,24.6042,24.754,6206500
Day49,24.6941,24.739,24.5293,24.6491,7693400
Day50,24.6342,25.1882,24.5892,25.1733,15208400
Day51,25.0834,25.338,25.0085,25.1882,14237800
Day52,25.1583,25.4278,25.0834,25.2781,15821500
Day53,25.2631,25.5926,25.1733,25.4278,17244400
Day54,25.4578,25.5177,25.2032,25.2931,10049300
Day55,25.5626,25.5776,25.0834,25.1882,14615800
Day56,25.0984,25.5776,25.0085,25.3829,11513000
Day57,25.5027,26.1167,25.3679,25.3979,26267200
Day58,25.3829,25.6824,25.2631,25.6225,15166600
Day59,25.6525,25.936999999999998,25.5926,25.6824,16541200
Day60,25.6974,25.7573,25.3829,25.5476,12097400
Day61,25.6075,25.6225,25.2032,25.2931,16499200
Day62,25.2481,25.4578,25.2332,25.4428,8692300
Day63,25.4578,25.4578,25.0535,25.1134,11132000
Day64,25.0984,25.2781,25.0984,25.2032,6449800
Day65,25.2182,25.353,25.0984,25.1283,11377000
Day66,25.2032,25.4278,25.0984,25.1583,17573800
Day67,25.0385,25.1583,24.8738,25.1283,11624700
Day68,25.0385,25.2332,24.9786,25.1882,11647000
Day69,25.1283,25.2182,25.0235,25.1134,6563600
Day70,25.1134,25.1733,24.9636,24.9936,5881200
Day71,24.9936,25.0535,24.724,24.9936,11609300
Day72,24.9936,25.0085,24.8588,24.9037,7303300
Day73,24.8887,25.0535,24.724,25.0085,9407800
Day74,24.9786,25.0684,24.9187,24.9337,7396900
Day75,24.9187,25.0385,24.8738,24.9786,8287100
Day76,25.0834,25.6075,25.0385,25.4428,28189500
Day77,25.5027,25.5327,25.0235,25.0984,13756600
Day78,25.1283,25.1433,24.7839,25.0235,11327500
Day79,25.0535,25.0834,24.7989,24.8438,12007400
Day80,24.7689,24.8588,24.6641,24.6791,11042500
Day81,24.6791,24.8588,24.5293,24.5892,12535000
Day82,24.5743,24.9486,24.5144,24.8438,12149000
Day83,24.8438,25.0235,24.709,24.8288,7245400
Day84,24.8588,24.9486,24.5892,24.6192,6547700
Day85,24.6042,24.7989,24.5144,24.5293,8371500
Day86,24.5293,24.6042,24.3047,24.5144,13437800
Day87,24.5144,24.5443,24.3197,24.3646,6843400
Day88,24.3646,24.7989,24.3496,24.6641,12192600
Day89,24.709,24.739,24.5593,24.6791,8803900
Day90,24.709,24.724,24.5443,24.6641,13278800
Day91,24.6641,24.7689,24.5892,24.6791,11798800
Day92,24.5293,24.6791,24.3197,24.6342,10701200
Day93,24.6641,24.9636,24.4545,24.8139,15549200
Day94,24.709,24.8139,24.5743,24.6491,6509600
Day95,24.6042,24.724,24.3646,24.5593,8467800
Day96,24.4844,24.6791,24.3347,24.6491,7575300
Day97,24.6491,24.6491,24.0202,24.0351,12568900
Day98,24.0351,24.0351,23.4511,23.9303,16160100
Day99,23.7506,23.9153,23.6308,23.9004,12524370
Day100,23.9603,24.1999,23.7656,24.1549,9527603
Day101,24.11,24.3496,23.8255,24.3047,13773518
Day102,24.2148,24.2148,23.9752,24.0202,5974484
Day103,24.0501,24.3197,24.0052,24.0801,6674465
Day104,24.11,24.11,23.6458,23.8704,10083706
Day105,23.7955,23.9004,23.7057,23.8704,6485518
Day106,23.7955,23.9153,23.6308,23.7356,6296438
Day107,23.7506,23.8105,23.511,23.7057,10446609
Day108,23.7057,23.7656,23.496,23.6608,8255446
Day109,23.5559,23.7356,23.3163,23.6907,18190515
Day110,23.6458,23.8554,23.526,23.8405,12466271
Day111,23.7057,23.8105,23.5859,23.6757,4647142
Day112,23.7057,23.7057,23.541,23.6757,6750537
Day113,23.511,23.9153,23.496,23.8704,15801967
Day114,23.8854,24.2448,23.8105,23.9153,8614225
Day115,24.0801,24.3347,23.8554,24.2448,11641445
Day116,24.2298,24.2897,23.9453,24.2598,9699369
Day117,24.2598,24.3946,24.11,24.125,7639774
Day118,24.0052,24.1849,23.9303,24.11,8148360
Day119,24.0801,24.1849,23.9153,24.0052,4681337
Day120,23.9603,24.1999,23.6158,24.1549,11423896
Day121,24.0052,24.4694,23.9004,24.4095,17867744
Day122,24.2298,24.5443,24.1849,24.5293,9675653
Day123,24.4395,25.308000000000003,24.3646,25.1583,27720504
Day124,25.0085,25.2781,24.9037,25.1583,15561573
Day125,25.2332,25.5027,25.0085,25.4578,24938120
Day126,25.3679,25.7124,25.1583,25.6824,35995980
Day127,25.6824,25.7423,25.308000000000003,25.308000000000003,14134162
Day128,25.1733,25.308000000000003,25.0385,25.2332,8675746
Day129,25.1882,25.4129,25.1433,25.2481,7088558
Day130,25.353,25.5027,25.1882,25.4877,12509207
Day131,25.4877,25.5626,25.323,25.4278,7365838
Day132,25.4578,25.6075,24.9337,25.308000000000003,20511836
Day133,25.0385,25.2931,24.8588,25.0385,14158256
Day134,24.9936,25.2481,24.8288,25.0535,8200013
Day135,25.0684,25.308000000000003,24.9037,25.1733,8473461
Day136,25.0535,25.338,25.0235,25.2332,7694785
Day137,25.2931,25.323,25.0984,25.1433,9586440
Day138,25.0385,25.5776,25.0385,25.5327,12504128
Day139,25.5476,25.6375,25.4578,25.6075,12397158
Day140,25.906999999999996,26.0268,25.353,25.4728,13868630
Day141,25.5327,25.8471,25.323,25.5926,19704526
Day142,25.3979,25.7573,25.0984,25.6974,14398063
Day143,25.6375,26.0119,25.6375,25.8172,18748998
Day144,25.8322,25.906999999999996,25.6225,25.7423,8419043
Day145,25.7423,25.8921,25.5626,25.6974,8749821
Day146,25.6225,25.7273,25.4877,25.5327,7114084
Day147,25.4877,25.8322,25.2781,25.7872,11947823
Day148,25.7872,25.8322,25.4428,25.6824,9936732
Day149,25.6375,25.6674,25.2931,25.3679,12752673
Day150,25.353,25.4877,25.308000000000003,25.4578,8936223
Day151,25.4877,25.5177,25.1283,25.3979,10981968
Day152,25.308000000000003,25.951999999999998,25.1583,25.8621,16866216
Day153,25.8471,26.3413,25.7273,25.8771,25074328
Day154,25.8621,26.2964,25.7723,26.0119,22179256
Day155,26.0119,26.1766,25.5926,25.7124,18971064
Day156,25.7273,26.5809,25.6824,26.535999999999998,42416372
Day157,26.566,26.8205,26.3413,26.6858,33240166
Day158,26.9553,27.0901,25.921999999999997,26.0268,39732632
Day159,25.9819,26.1167,25.2931,25.6075,25418892
Day160,25.4278,27.3297,25.353,27.2848,53728888
Day161,27.2249,27.3746,26.8954,27.1051,32526700
Day162,27.1035,27.1943,26.7555,26.9371,17024888
Day163,26.8009,27.1489,26.7252,26.7555,17843000
Day164,26.6798,26.9522,26.5285,26.589000000000002,11316612
Day165,26.5436,26.9219,26.4377,26.8463,16693245
Day166,26.8463,27.1035,26.2561,27.0279,20892180
Day167,26.9068,27.0127,26.5285,26.5436,11374326
Day168,26.4831,27.4667,26.4074,27.1035,28283050
Day169,27.0884,27.5727,26.9371,27.2549,27637630
