Time,Open,High,Low,Close,Volume
Day1,11.8622,12.1243,11.8281,11.942,144561100
Day2,11.8395,11.9306,11.6913,11.7711,106806800
Day3,11.8509,12.0218,11.6799,11.9762,134257000
Day4,12.1015,12.4434,12.0901,12.2269,255923400
Day5,12.2041,13.4462,11.999,13.4462,659161300
Day6,13.3322,13.8906,13.0587,13.6513,608563900
Day7,13.4689,13.7196,13.1385,13.2297,359644900
Day8,13.1841,13.2866,12.8194,12.8992,311070600
Day9,12.4662,12.6029,11.999,12.1585,336854100
Day10,12.1129,12.318,12.1129,12.1585,134260300
Day11,12.1471,12.2155,11.9078,12.1699,139302300
Day12,12.1471,12.1813,11.8281,11.8509,160414800
Day13,11.8053,12.1813,11.7825,12.0218,236729800
Day14,11.8736,11.9192,11.2811,11.4406,314459400
Day15,11.3723,11.6457,11.2583,11.4976,149993800
Day16,11.3951,11.4748,11.2241,11.2811,129228500
Day17,11.2241,11.3951,11.2127,11.3267,93187300
Day18,11.2811,11.4292,11.2583,11.3495,100516200
Day19,11.3381,11.3381,11.1785,11.2013,86829900
Day20,11.2241,11.2811,11.0646,11.1785,86153700
Day21,11.1899,11.4634,11.1899,11.3837,153595000
Day22,11.3609,11.565999999999999,11.3153,11.4178,113306600
Day23,11.4292,11.565999999999999,11.2127,11.2811,127585300
Day24,11.2583,11.4406,10.9506,11.4064,120661800
Day25,11.3723,11.4862,11.2925,11.3153,84742100
Day26,11.2811,11.3267,11.0874,11.1444,73734400
Day27,11.1558,11.3039,11.0076,11.1899,74533700
Day28,11.1899,11.2241,11.0076,11.133,91236100
Day29,11.1102,11.2697,11.1102,11.2127,60555300
Day30,11.2241,11.3609,11.2013,11.3267,87247100
Day31,11.3267,11.3267,11.2469,11.2811,70332400
Day32,11.2925,11.452,11.2811,11.3267,98758800
Day33,11.3039,11.5546,11.2925,11.5546,129091700
Day34,11.5318,11.5546,11.4064,11.4634,79123600
Day35,11.452,11.4976,11.3267,11.3609,76862000
Day36,11.3381,11.452,11.2469,11.2469,70340800
Day37,11.2241,11.3267,11.1102,11.2811,102148600
Day38,11.2241,11.4634,11.0304,11.4064,185394400
Day39,11.3381,11.3495,11.2013,11.3267,55108400
Day40,11.3039,11.4064,11.2811,11.3381,51606700
Day41,11.3153,11.3153,11.2127,11.2355,38769700
Day42,11.2241,11.3381,11.2127,11.3153,38044300
Day43,11.3039,11.4178,11.2925,11.3609,39578700
Day44,11.3723,11.4064,11.3267,11.3723,47261600
Day45,11.3837,11.4292,11.3495,11.4064,45732400
Day46,11.4178,11.4406,11.3837,11.3951,37138500
Day47,11.4292,11.4634,11.3609,11.3609,26523200
Day48,11.3723,11.452,11.3495,11.3951,46993800
Day49,11.4064,11.4064,11.3039,11.3381,39686300
Day50,11.3039,11.3381,11.2013,11.3381,49429600
Day51,11.3153,11.5318,11.2925,11.452,89941400
Day52,11.452,12.0104,11.452,11.7939,231867000
Day53,11.7939,12.1699,11.7483,11.8622,195348100
Day54,11.8281,11.942,11.7597,11.8964,85350200
Day55,11.885,12.1357,11.7825,11.8167,157538900
Day56,11.8167,11.8509,11.6913,11.8281,76932100
Day57,11.8053,11.8395,11.6343,11.6799,80457200
Day58,11.6913,11.8281,11.6799,11.8167,123184700
Day59,11.8395,11.9648,11.8167,11.9306,103678700
Day60,11.9306,11.9306,11.8281,11.8964,62650400
Day61,11.8964,12.056,11.8509,11.9306,102314200
Day62,11.9192,11.9192,11.7483,11.8509,68872500
Day63,11.8167,11.885,11.6913,11.7255,56231300
Day64,11.7255,11.7825,11.7027,11.7597,41796100
Day65,11.7597,11.8964,11.7141,11.8509,81420700
Day66,11.8509,11.942,11.6799,11.6913,69016500
Day67,11.6343,11.7255,11.5774,11.7027,62598600
Day68,11.7027,11.7255,11.6343,11.6799,38778700
Day69,11.6685,11.6799,11.565999999999999,11.623,57475100
Day70,11.6002,11.7027,11.5546,11.6116,36408900
Day71,11.5888,11.6002,11.452,11.565999999999999,58422400
Day72,11.5204,11.5546,11.4406,11.452,32925700
Day73,11.4406,11.5432,11.3381,11.5318,44697900
Day74,11.5318,11.5888,11.452,11.5204,45272500
Day75,11.4976,11.5888,11.4406,11.5546,46938300
Day76,11.5546,11.6457,11.5432,11.623,50786400
Day77,11.6457,11.6799,11.4748,11.5318,57736700
Day78,11.5432,11.6799,11.4976,11.6343,60717100
Day79,11.623,11.7711,11.5888,11.7027,69122600
Day80,11.7027,11.9078,11.6343,11.7255,107816500
Day81,11.7369,11.8167,11.5204,11.6457,81277400
Day82,11.6343,12.1471,11.6002,12.0218,249641800
Day83,11.9876,12.1471,11.885,11.9192,118568200
Day84,11.9648,12.0104,11.8395,11.9306,86252900
Day85,11.9078,12.1129,11.8509,11.9648,118554500
Day86,11.9078,11.9192,11.6343,11.7483,126996200
Day87,11.7369,11.7369,11.5204,11.6685,101416900
Day88,11.7369,12.1813,11.7369,12.1243,229301800
Day89,12.1471,12.6257,12.0218,12.3636,245226600
Day90,12.3978,12.5915,12.2497,12.375,157286300
Day91,12.318,12.4662,12.1585,12.1813,112266700
Day92,12.1927,12.3408,12.0218,12.2839,157508100
Day93,12.2269,12.2725,12.0104,12.1015,84342300
Day94,12.0901,12.1471,11.8964,11.942,112711300
Day95,11.9762,12.0446,11.7825,11.8509,98740300
Day96,11.8964,11.9306,11.7597,11.9078,79754400
Day97,11.9078,12.0218,11.8395,11.885,68927300
Day98,11.8509,11.9192,11.6457,11.885,107069900
Day99,11.8509,11.9648,11.7369,11.9306,86822400
Day100,11.942,12.0674,11.8395,12.0332,96752710
Day101,12.0104,12.0104,11.5318,11.8964,149838018
Day102,11.7597,11.8167,11.6799,11.6913,59684647
Day103,11.7141,11.7711,11.623,11.6685,56417568
Day104,11.6343,11.6571,11.3951,11.623,78406484
Day105,11.4178,11.5204,11.3609,11.509,100480237
Day106,11.509,11.5318,11.4178,11.4406,41713765
Day107,11.452,11.4862,11.2355,11.2583,80687901
Day108,11.1671,11.3951,11.1102,11.2811,76084341
Day109,11.3039,11.3609,11.2241,11.3153,50120115
Day110,11.3609,11.4406,11.075999999999999,11.4178,113601504
Day111,11.3381,11.4178,11.2811,11.3723,40984680
Day112,11.3837,11.4634,11.1785,11.3153,54727080
Day113,11.2811,11.509,11.1785,11.452,90036100
Day114,11.452,11.4976,11.3609,11.3951,52892939
Day115,11.4748,11.565999999999999,11.3723,11.4064,61146804
Day116,11.3837,11.3837,11.1444,11.3267,59534938
Day117,11.3267,11.3609,11.2583,11.2811,40313646
Day118,11.2241,11.2697,11.1102,11.2241,59263070
Day119,11.1899,11.2241,11.1444,11.2013,28363600
Day120,11.1899,11.2241,10.9734,11.2013,73970352
Day121,11.1102,11.3381,10.9734,11.3153,96154144
Day122,11.2013,11.3495,11.1216,11.3267,57393812
Day123,11.3153,11.452,11.2355,11.4064,49859208
Day124,11.3837,11.452,11.3609,11.4064,53922220
Day125,11.4178,11.5888,11.3837,11.5432,72035296
Day126,11.4862,11.7141,11.4634,11.7027,104744664
Day127,11.6685,11.7369,11.565999999999999,11.6571,53392808
Day128,11.6457,11.6571,11.4634,11.4748,48161432
Day129,11.4748,11.5432,11.4292,11.509,28038496
Day130,11.509,11.5432,11.4748,11.5204,78101704
Day131,11.4976,11.509,11.4178,11.4178,42438508
Day132,11.452,11.5774,11.4292,11.4976,50382508
Day133,11.452,11.4976,11.3267,11.4178,49691916
Day134,11.3723,11.4178,11.2811,11.3837,31719604
Day135,11.3837,11.4064,11.3039,11.3609,26755640
Day136,11.3381,11.3951,11.3267,11.3609,26427656
Day137,11.3495,11.4178,11.3267,11.3495,24137082
Day138,11.3381,11.4064,11.3267,11.3951,27699970
Day139,11.3951,11.4064,11.2925,11.3267,38164656
Day140,11.3495,11.3723,11.3039,11.3267,30120658
Day141,11.3039,11.4178,11.2925,11.3837,62306108
Day142,11.3609,11.4178,11.2583,11.4064,52767752
Day143,11.509,11.5888,11.3951,11.4634,83662816
Day144,11.509,11.5204,11.4292,11.452,46668144
Day145,11.4178,11.5204,11.3837,11.452,39378480
Day146,11.452,11.4862,11.4292,11.452,27372932
Day147,11.452,11.5432,11.4178,11.5318,51196096
Day148,11.5318,11.5546,11.4634,11.509,32241780
Day149,11.5204,11.5318,11.4406,11.4634,27658512
Day150,11.4634,11.4634,11.3723,11.452,41506120
Day151,11.452,11.4748,11.3837,11.4406,32555656
Day152,11.4064,11.509,11.3723,11.4862,47995692
Day153,11.4634,11.5432,11.4292,11.4976,35984020
Day154,11.4862,11.5204,11.4292,11.4862,41612116
Day155,11.4976,11.509,11.3723,11.3951,43238040
Day156,11.3723,11.5432,11.3609,11.5204,68980144
Day157,11.5204,11.6685,11.4976,11.6457,95072824
Day158,11.6913,11.7027,11.3837,11.4064,89086200
Day159,11.3609,11.509,11.3153,11.509,50735156
Day160,11.509,11.6799,11.4976,11.6685,91338536
Day161,11.6457,11.7825,11.5888,11.6343,71928104
Day162,11.6116,11.7141,11.5888,11.6343,45846740
Day163,11.565999999999999,11.6685,11.5546,11.5888,47772520
Day164,11.5888,11.6116,11.4406,11.5204,50771524
Day165,11.5546,11.565999999999999,11.452,11.4862,33396808
Day166,11.4862,11.509,11.4406,11.4976,38969324
Day167,11.4976,11.5546,11.4748,11.4976,33031244
Day168,11.4976,11.5204,11.452,11.4862,46414924
Day169,11.4976,11.5318,11.4634,11.5204,37467984
Day170,11.5204,11.623,11.4976,11.5318,46095816
Day171,11.509,11.5318,11.4292,11.4634,39713800
Day172,11.4976,11.5888,11.4862,11.5432,41030408
Day173,11.5432,11.5774,11.4976,11.5318,33376240
Day174,11.5204,11.7597,11.5204,11.6913,84792040
Day175,11.6685,11.6799,11.5888,11.6457,43475108
Day176,11.6571,11.6571,11.5546,11.6343,50307804
Day177,11.645999999999999,11.645999999999999,11.4017,11.4133,58324212
Day178,11.4947,11.5529,11.4366,11.5296,31879134
Day179,11.5413,11.5529,11.4598,11.517999999999999,29957590
Day180,11.5064,11.5064,11.4482,11.4831,29217536
Day181,11.517999999999999,11.6576,11.5064,11.5878,42597696
