Time,Open,High,Low,Close,Volume
Day1,60.3743,61.8781,60.3743,61.1446,108141700
Day2,60.9245,61.5847,60.8511,61.0345,52382300
Day3,60.9978,62.0982,60.9978,61.9882,87478700
Day4,62.355,63.4187,61.6214,61.7681,128846700
Day5,61.9148,62.7951,61.7681,62.2449,64842800
Day6,62.2816,62.7218,61.4013,61.7681,55882800
Day7,62.2449,62.5751,61.6581,61.9882,59881100
Day8,62.2083,62.3183,61.328,61.8781,67968300
Day9,61.438,62.0982,61.1812,62.0249,82351600
Day10,61.8781,62.2449,61.7681,61.9882,56291800
Day11,62.0249,62.0249,61.6581,61.7681,28243400
Day12,61.9882,62.2816,61.7314,62.0982,65049300
Day13,61.8781,63.7488,61.8781,63.0886,95693600
Day14,63.2353,64.4824,62.7218,63.4554,141364800
Day15,63.1252,63.382,62.5017,62.5751,47932700
Day16,62.6851,63.5287,62.6117,62.9785,39574900
Day17,62.7218,62.7218,60.8878,60.9245,78551600
Day18,60.7411,61.1446,60.411,60.521,50836800
Day19,60.4843,60.4843,59.9341,60.2276,40191100
Day20,60.3376,60.3376,59.0905,59.4573,60494200
Day21,59.3473,59.9708,59.3473,59.604,40064100
Day22,59.5673,59.6774,58.9438,59.2006,30242800
Day23,59.3106,59.3839,58.6137,58.8704,47561100
Day24,58.8704,59.0905,58.2469,59.0172,40516700
Day25,58.9438,59.0905,58.7604,58.8338,24537500
Day26,58.8338,58.9438,58.3936,58.7237,34068600
Day27,58.687,58.7604,58.467,58.6137,31390600
Day28,58.687,59.2372,58.577,59.2006,41411000
Day29,59.2006,60.0075,59.2006,59.5673,48199900
Day30,59.5673,60.0809,59.4206,59.8608,42410100
Day31,59.8608,60.1175,59.8608,59.8975,27695700
Day32,59.7874,60.0809,59.2739,59.3106,27775300
Day33,59.3839,59.7507,59.3106,59.5673,25154800
Day34,59.5673,59.7141,59.3839,59.494,22350500
Day35,59.604,59.7141,59.1639,59.2372,25058400
Day36,59.2372,59.4206,59.0905,59.1272,19419800
Day37,59.1272,59.7507,58.8704,59.6407,48681500
Day38,59.5307,60.8511,59.3473,60.7044,132750600
Day39,60.4477,60.8144,60.1909,60.2276,42783000
Day40,60.3743,61.1812,60.2643,61.0712,45018100
Day41,60.9612,61.438,60.9612,61.0345,36688900
Day42,61.1446,61.7314,61.0345,61.548,44233100
Day43,61.6948,61.8048,61.1079,61.3646,37060800
Day44,61.438,62.1716,61.2179,62.0615,52779300
Day45,62.0615,62.1716,61.6948,62.0982,30796000
